Staphylococcus pseudintermedius / intermedius / delphini,333316.4166666667
Citrobacter freundii,331097.74587458745
Citrobacter farmeri,328299.0833333333
Unspeciated Serratia,322790.6666666667
Pantoea calida,322385.0
Streptococcus mitis,320489.73333333334
Unspeciated coagulase-negative staphylococci,319752.6666666667
Citrobacter braakii,316856.8666666667
Citrobacter youngae,316351.5
Unspeciated Cedecea,315959.0
Citrobacter sedlakii,313284.0
Moraxella lacunata,312853.3333333333
